date,matchday,home_team,away_team,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,goal_diff,winner,defeat,ref
2024-03-11T20:00:00Z,28,Almería,Sevilla FC,2,2,1,0,0,DRAW,DRAW,Ricardo de Burgos
2024-03-15T20:00:00Z,29,Real Sociedad,Cádiz CF,2,0,1,0,2,Real Sociedad,Cádiz CF,César Soto Grado
2024-03-16T13:00:00Z,29,Mallorca,Granada,1,0,0,0,1,Mallorca,Granada,Ricardo de Burgos
2024-03-16T15:15:00Z,29,Osasuna,Real Madrid,2,4,1,2,2,Real Madrid,Osasuna,Juan Martínez Munuera
2024-03-16T17:30:00Z,29,Getafe,Girona,1,0,1,0,1,Getafe,Girona,José Munuera Montero
2024-03-16T20:00:00Z,29,Athletic,Alavés,2,0,2,0,2,Athletic,Alavés,Alejandro Muñiz Ruiz
2024-03-17T13:00:00Z,29,Sevilla FC,Celta,1,2,1,0,1,Celta,Sevilla FC,Francisco Hernández Maeso
2024-03-17T15:15:00Z,29,Villarreal,Valencia,1,0,0,0,1,Villarreal,Valencia,Jorge Figueroa Vázquez
2024-03-17T15:15:00Z,29,Las Palmas,Almería,0,1,0,1,1,Almería,Las Palmas,Víctor García Verdura
2024-03-17T17:30:00Z,29,Rayo Vallecano,Real Betis,2,0,1,0,2,Rayo Vallecano,Real Betis,Juan Pulido Santana
2024-03-17T20:00:00Z,29,Atleti,Barça,0,3,0,1,3,Barça,Atleti,José Sánchez Martínez
2024-03-29T20:00:00Z,30,Cádiz CF,Granada,1,0,0,0,1,Cádiz CF,Granada,Guillermo Cuadra Fernández
2024-03-30T13:00:00Z,30,Getafe,Sevilla FC,0,1,0,1,1,Sevilla FC,Getafe,Javier Iglesias Villanueva
2024-03-30T15:15:00Z,30,Almería,Osasuna,0,3,0,2,3,Osasuna,Almería,Pablo González Fuertes
2024-03-30T17:30:00Z,30,Valencia,Mallorca,0,0,0,0,0,DRAW,DRAW,Miguel Ortiz Arias
2024-03-30T20:00:00Z,30,Barça,Las Palmas,1,0,0,0,1,Barça,Las Palmas,Mateo Busquets Ferrer
2024-03-31T12:00:00Z,30,Celta,Rayo Vallecano,0,0,0,0,0,DRAW,DRAW,Alejandro Hernández Hernández
2024-03-31T14:15:00Z,30,Girona,Real Betis,3,2,1,1,1,Girona,Real Betis,Jesús Gil Manzano
2024-03-31T16:30:00Z,30,Alavés,Real Sociedad,0,1,0,0,1,Real Sociedad,Alavés,Francisco Hernández Maeso
2024-03-31T19:00:00Z,30,Real Madrid,Athletic,2,0,1,0,2,Real Madrid,Athletic,Javier Alberola Rojas
2024-04-01T19:00:00Z,30,Villarreal,Atleti,1,2,0,1,1,Atleti,Villarreal,Mario Melero López
2024-04-04T18:00:00Z,26,Granada,Valencia,0,1,0,0,1,Valencia,Granada,Alejandro Hernández Hernández
2024-04-12T19:00:00Z,31,Real Betis,Celta,2,1,0,0,1,Real Betis,Celta,Juan Martínez Munuera
2024-04-13T12:00:00Z,31,Atleti,Girona,3,1,2,1,2,Atleti,Girona,Ricardo de Burgos
2024-04-13T14:15:00Z,31,Rayo Vallecano,Getafe,0,0,0,0,0,DRAW,DRAW,Jorge Figueroa Vázquez
2024-04-13T16:30:00Z,31,Mallorca,Real Madrid,0,1,0,0,1,Real Madrid,Mallorca,José Sánchez Martínez
2024-04-13T19:00:00Z,31,Cádiz CF,Barça,0,1,0,1,1,Barça,Cádiz CF,Juan Pulido Santana
2024-04-14T12:00:00Z,31,Las Palmas,Sevilla FC,0,2,0,1,2,Sevilla FC,Las Palmas,Alejandro Muñiz Ruiz
2024-04-14T14:15:00Z,31,Granada,Alavés,2,0,2,0,2,Granada,Alavés,Víctor García Verdura
2024-04-14T16:30:00Z,31,Athletic,Villarreal,1,1,0,0,0,DRAW,DRAW,Guillermo Cuadra Fernández
2024-04-14T19:00:00Z,31,Real Sociedad,Almería,2,2,1,1,0,DRAW,DRAW,Isidro Díaz de Mera
2024-04-15T19:00:00Z,31,Osasuna,Valencia,0,1,0,1,1,Valencia,Osasuna,José Munuera Montero
2024-04-19T19:00:00Z,32,Athletic,Granada,1,1,1,1,0,DRAW,DRAW,Javier Iglesias Villanueva
2024-04-20T12:00:00Z,32,Celta,Las Palmas,4,1,2,1,3,Celta,Las Palmas,Francisco Hernández Maeso
2024-04-20T14:15:00Z,32,Rayo Vallecano,Osasuna,2,1,0,1,1,Rayo Vallecano,Osasuna,Mario Melero López
2024-04-20T16:30:00Z,32,Valencia,Real Betis,1,2,0,1,1,Real Betis,Valencia,Mateo Busquets Ferrer
2024-04-20T19:00:00Z,32,Girona,Cádiz CF,4,1,2,0,3,Girona,Cádiz CF,Javier Alberola Rojas
2024-04-21T12:00:00Z,32,Getafe,Real Sociedad,1,1,1,1,0,DRAW,DRAW,Víctor García Verdura
2024-04-21T14:15:00Z,32,Almería,Villarreal,1,2,1,1,1,Villarreal,Almería,Miguel Ortiz Arias
2024-04-21T16:30:00Z,32,Alavés,Atleti,2,0,1,0,2,Alavés,Atleti,Jesús Gil Manzano
2024-04-21T19:00:00Z,32,Real Madrid,Barça,3,2,1,1,1,Real Madrid,Barça,César Soto Grado
2024-04-22T19:00:00Z,32,Sevilla FC,Mallorca,2,1,0,0,1,Sevilla FC,Mallorca,Alejandro Hernández Hernández
2024-04-26T19:00:00Z,33,Real Sociedad,Real Madrid,0,1,0,1,1,Real Madrid,Real Sociedad,José Munuera Montero
2024-04-27T12:00:00Z,33,Las Palmas,Girona,0,2,0,1,2,Girona,Las Palmas,Jorge Figueroa Vázquez
2024-04-27T14:15:00Z,33,Almería,Getafe,1,3,1,1,2,Getafe,Almería,Guillermo Cuadra Fernández
2024-04-27T16:30:00Z,33,Alavés,Celta,3,0,0,0,3,Alavés,Celta,Juan Pulido Santana
2024-04-27T19:00:00Z,33,Atleti,Athletic,3,1,1,1,2,Atleti,Athletic,Juan Martínez Munuera
2024-04-28T12:00:00Z,33,Cádiz CF,Mallorca,1,1,0,1,0,DRAW,DRAW,Isidro Díaz de Mera
2024-04-28T14:15:00Z,33,Granada,Osasuna,3,0,1,0,3,Granada,Osasuna,Alejandro Muñiz Ruiz
2024-04-28T16:30:00Z,33,Villarreal,Rayo Vallecano,3,0,1,0,3,Villarreal,Rayo Vallecano,Pablo González Fuertes
2024-04-28T19:00:00Z,33,Real Betis,Sevilla FC,1,1,1,0,0,DRAW,DRAW,José Sánchez Martínez
2024-04-29T19:00:00Z,33,Barça,Valencia,4,2,1,2,2,Barça,Valencia,Ricardo de Burgos
2024-05-03T19:00:00Z,34,Getafe,Athletic,0,2,0,1,2,Athletic,Getafe,Jesús Gil Manzano
2024-05-04T12:00:00Z,34,Real Sociedad,Las Palmas,2,0,2,0,2,Real Sociedad,Las Palmas,Miguel Ortiz Arias
2024-05-04T14:15:00Z,34,Real Madrid,Cádiz CF,3,0,0,0,3,Real Madrid,Cádiz CF,Javier Iglesias Villanueva
2024-05-04T16:30:00Z,34,Girona,Barça,4,2,1,2,2,Girona,Barça,Alejandro Hernández Hernández
2024-05-04T19:00:00Z,34,Mallorca,Atleti,0,1,0,1,1,Atleti,Mallorca,Javier Alberola Rojas
2024-05-05T12:00:00Z,34,Osasuna,Real Betis,0,2,0,2,2,Real Betis,Osasuna,Víctor García Verdura
2024-05-05T14:15:00Z,34,Celta,Villarreal,3,2,2,1,1,Celta,Villarreal,César Soto Grado
2024-05-05T16:30:00Z,34,Valencia,Alavés,0,1,0,0,1,Alavés,Valencia,Mario Melero López
2024-05-05T19:00:00Z,34,Sevilla FC,Granada,3,0,1,0,3,Sevilla FC,Granada,Mateo Busquets Ferrer
2024-05-05T19:00:00Z,34,Rayo Vallecano,Almería,0,1,0,1,1,Almería,Rayo Vallecano,Francisco Hernández Maeso
2024-05-10T19:00:00Z,35,Alavés,Girona,2,2,1,2,0,DRAW,DRAW,José Munuera Montero
2024-05-11T12:00:00Z,35,Mallorca,Las Palmas,1,0,1,0,1,Mallorca,Las Palmas,Juan Martínez Munuera
2024-05-11T14:15:00Z,35,Villarreal,Sevilla FC,3,2,1,2,1,Villarreal,Sevilla FC,Isidro Díaz de Mera
2024-05-11T16:30:00Z,35,Granada,Real Madrid,0,4,0,2,4,Real Madrid,Granada,Pablo González Fuertes
2024-05-11T19:00:00Z,35,Athletic,Osasuna,2,2,0,1,0,DRAW,DRAW,José Sánchez Martínez
2024-05-12T12:00:00Z,35,Cádiz CF,Getafe,1,0,1,0,1,Cádiz CF,Getafe,Ricardo de Burgos
2024-05-12T14:15:00Z,35,Atleti,Celta,1,0,0,0,1,Atleti,Celta,Jorge Figueroa Vázquez
2024-05-12T16:30:00Z,35,Valencia,Rayo Vallecano,0,0,0,0,0,DRAW,DRAW,Juan Pulido Santana
2024-05-12T19:00:00Z,35,Real Betis,Almería,3,2,2,1,1,Real Betis,Almería,Alejandro Muñiz Ruiz
2024-05-13T19:00:00Z,35,Barça,Real Sociedad,2,0,1,0,2,Barça,Real Sociedad,Guillermo Cuadra Fernández
2024-05-14T17:30:00Z,36,Osasuna,Mallorca,1,1,1,0,0,DRAW,DRAW,Francisco Hernández Maeso
2024-05-14T19:30:00Z,36,Real Madrid,Alavés,5,0,3,0,5,Real Madrid,Alavés,Mateo Busquets Ferrer
2024-05-14T20:00:00Z,36,Girona,Villarreal,0,1,0,0,1,Villarreal,Girona,José Sánchez Martínez
2024-05-15T17:30:00Z,36,Sevilla FC,Cádiz CF,0,1,0,0,1,Cádiz CF,Sevilla FC,Miguel Ortiz Arias
2024-05-15T17:30:00Z,36,Rayo Vallecano,Granada,2,1,1,0,1,Rayo Vallecano,Granada,Isidro Díaz de Mera
2024-05-15T20:00:00Z,36,Celta,Athletic,2,1,0,1,1,Celta,Athletic,Víctor García Verdura
2024-05-15T20:00:00Z,36,Getafe,Atleti,0,3,0,2,3,Atleti,Getafe,Mario Melero López
2024-05-16T17:30:00Z,36,Las Palmas,Real Betis,2,2,1,1,0,DRAW,DRAW,Javier Iglesias Villanueva
2024-05-16T19:30:00Z,36,Almería,Barça,0,2,0,1,2,Barça,Almería,Javier Alberola Rojas
2024-05-16T20:00:00Z,36,Real Sociedad,Valencia,1,0,1,0,1,Real Sociedad,Valencia,César Soto Grado
2024-05-18T19:00:00Z,37,Alavés,Getafe,1,0,1,0,1,Alavés,Getafe,Jorge Figueroa Vázquez
2024-05-19T17:00:00Z,37,Athletic,Sevilla FC,2,0,2,0,2,Athletic,Sevilla FC,Juan Pulido Santana
2024-05-19T17:00:00Z,37,Atleti,Osasuna,1,4,0,1,3,Osasuna,Atleti,Pablo González Fuertes
2024-05-19T17:00:00Z,37,Real Betis,Real Sociedad,0,2,0,2,2,Real Sociedad,Real Betis,Juan Martínez Munuera
2024-05-19T17:00:00Z,37,Barça,Rayo Vallecano,3,0,1,0,3,Barça,Rayo Vallecano,Jesús Gil Manzano
2024-05-19T17:00:00Z,37,Cádiz CF,Las Palmas,0,0,0,0,0,DRAW,DRAW,César Soto Grado
2024-05-19T17:00:00Z,37,Granada,Celta,1,2,0,0,1,Celta,Granada,Javier Alberola Rojas
2024-05-19T17:00:00Z,37,Valencia,Girona,1,3,0,1,2,Girona,Valencia,Guillermo Cuadra Fernández
2024-05-19T17:00:00Z,37,Villarreal,Real Madrid,4,4,1,4,0,DRAW,DRAW,Alejandro Hernández Hernández
2024-05-19T17:00:00Z,37,Mallorca,Almería,2,2,1,1,0,DRAW,DRAW,Ricardo de Burgos
2024-05-24T19:00:00Z,38,Girona,Granada,7,0,3,0,7,Girona,Granada,Alejandro Muñiz Ruiz
2024-05-25T12:00:00Z,38,Osasuna,Villarreal,1,1,1,0,0,DRAW,DRAW,Mario Melero López
2024-05-25T14:15:00Z,38,Real Sociedad,Atleti,0,2,0,1,2,Atleti,Real Sociedad,José Sánchez Martínez
2024-05-25T16:30:00Z,38,Rayo Vallecano,Athletic,0,1,0,0,1,Athletic,Rayo Vallecano,José Munuera Montero
2024-05-25T16:30:00Z,38,Almería,Cádiz CF,6,1,0,1,5,Almería,Cádiz CF,Mateo Busquets Ferrer
2024-05-25T19:00:00Z,38,Real Madrid,Real Betis,0,0,0,0,0,DRAW,DRAW,Isidro Díaz de Mera
2024-05-26T12:00:00Z,38,Getafe,Mallorca,1,2,0,0,1,Mallorca,Getafe,Víctor García Verdura
2024-05-26T14:15:00Z,38,Celta,Valencia,2,2,0,1,0,DRAW,DRAW,Miguel Ortiz Arias
2024-05-26T14:15:00Z,38,Las Palmas,Alavés,1,1,0,0,0,DRAW,DRAW,Francisco Hernández Maeso
2024-05-26T19:00:00Z,38,Sevilla FC,Barça,1,2,1,1,1,Barça,Sevilla FC,Javier Iglesias Villanueva
